row_index,event_key,company,ticker,year,quarter,correctable,prior_closing_date,prior_close,next_opening_date,next_day_open,release_date,release_timing,release_date_source,entry_shifted_vs_legacy,report_date_corrected,original_prior_close,original_next_day_open,price_delta_flag,not_correctable_reason
356,PepsiCo|2025|Q1,PepsiCo,PEP,2025,Q1,TRUE,2025-04-23,142.26,2025-04-24,141.45,2025-04-24,pre_market,returns_matrix.csv,TRUE,YES,135.31,135.47,YES,
357,PepsiCo|2025|Q2,PepsiCo,PEP,2025,Q2,TRUE,2025-07-16,135.35,2025-07-17,141.7,2025-07-17,pre_market,returns_matrix.csv,TRUE,YES,145.44,146.26,YES,
358,PepsiCo|2025|Q3,PepsiCo,PEP,2025,Q3,TRUE,2025-10-08,138.84,2025-10-09,140.46,2025-10-09,pre_market,returns_matrix.csv,TRUE,YES,144.71,145.63,YES,
359,PepsiCo|2025|Q4,PepsiCo,PEP,2025,Q4,TRUE,2026-02-02,155.2,2026-02-03,156.6,2026-02-03,pre_market,returns_matrix.csv,TRUE,YES,162.85,164.89,YES,
360,PepsiCo|2026|Q1,PepsiCo,PEP,2026,Q1,TRUE,2026-04-15,154.85,2026-04-16,155.54,2026-04-16,pre_market,returns_matrix.csv,TRUE,YES,158.38,158.26,YES,
361,PepsiCo|2026|Q2,PepsiCo,PEP,2026,Q2,TRUE,2026-07-08,142.51,2026-07-09,137.09,2026-07-09,pre_market,returns_matrix.csv,TRUE,YES,137.86,135.86,YES,
362,Duke Energy|2023|Q1,Duke Energy,DUK,2023,Q1,FALSE,,,,,,,,,NO,98.05,98.82,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
363,Duke Energy|2023|Q2,Duke Energy,DUK,2023,Q2,FALSE,,,,,,,,,NO,92.13,91.87,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
364,Duke Energy|2023|Q3,Duke Energy,DUK,2023,Q3,FALSE,,,,,,,,,NO,89.89,91.16,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
365,Duke Energy|2023|Q4,Duke Energy,DUK,2023,Q4,FALSE,,,,,,,,,NO,92.65,92.26,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
366,Duke Energy|2024|Q1,Duke Energy,DUK,2024,Q1,FALSE,,,,,,,,,NO,102.26,102.43,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
367,Duke Energy|2024|Q2,Duke Energy,DUK,2024,Q2,FALSE,,,,,,,,,NO,112.92,113.22,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
368,Duke Energy|2024|Q3,Duke Energy,DUK,2024,Q3,FALSE,,,,,,,,,NO,111.08,111.77,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
369,Duke Energy|2024|Q4,Duke Energy,DUK,2024,Q4,FALSE,,,,,,,,,NO,113.95,113.27,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
370,Duke Energy|2025|Q1,Duke Energy,DUK,2025,Q1,FALSE,,,,,,,,,NO,122.94,122.55,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
371,Duke Energy|2025|Q2,Duke Energy,DUK,2025,Q2,FALSE,,,,,,,,,NO,124.0,124.65,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
372,Duke Energy|2025|Q3,Duke Energy,DUK,2025,Q3,FALSE,,,,,,,,,NO,123.66,123.05,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
373,Duke Energy|2025|Q4,Duke Energy,DUK,2025,Q4,FALSE,,,,,,,,,NO,123.64,124.27,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
374,Duke Energy|2026|Q1,Duke Energy,DUK,2026,Q1,FALSE,,,,,,,,,NO,127.58,127.04,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
375,ExxonMobil|2023|Q1,ExxonMobil,XOM,2023,Q1,FALSE,,,,,,,,,NO,118.34,115.99,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
376,ExxonMobil|2023|Q2,ExxonMobil,XOM,2023,Q2,FALSE,,,,,,,,,NO,104.16,105.19,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
377,ExxonMobil|2023|Q3,ExxonMobil,XOM,2023,Q3,FALSE,,,,,,,,,NO,105.55,105.74,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
378,ExxonMobil|2023|Q4,ExxonMobil,XOM,2023,Q4,FALSE,,,,,,,,,NO,101.97,101.45,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
379,ExxonMobil|2024|Q1,ExxonMobil,XOM,2024,Q1,FALSE,,,,,,,,,NO,117.96,117.76,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
380,ExxonMobil|2024|Q2,ExxonMobil,XOM,2024,Q2,FALSE,,,,,,,,,NO,116.88,115.54,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
381,ExxonMobil|2024|Q3,ExxonMobil,XOM,2024,Q3,FALSE,,,,,,,,,NO,114.95,116.07,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
382,ExxonMobil|2024|Q4,ExxonMobil,XOM,2024,Q4,FALSE,,,,,,,,,NO,106.83,106.64,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
383,ExxonMobil|2025|Q1,ExxonMobil,XOM,2025,Q1,FALSE,,,,,,,,,NO,106.21,104.65,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
384,ExxonMobil|2025|Q2,ExxonMobil,XOM,2025,Q2,FALSE,,,,,,,,,NO,109.64,109.22,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
385,ExxonMobil|2025|Q3,ExxonMobil,XOM,2025,Q3,FALSE,,,,,,,,,NO,114.36,114.5,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
386,ExxonMobil|2025|Q4,ExxonMobil,XOM,2025,Q4,FALSE,,,,,,,,,NO,141.4,139.83,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
387,ExxonMobil|2026|Q1,ExxonMobil,XOM,2026,Q1,FALSE,,,,,,,,,NO,152.75,152.67,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
388,American Express|2025|Q2,American Express,AXP,2025,Q2,FALSE,,,,,,,,,NO,315.35,311.86,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
389,American Express|2025|Q2,American Express,AXP,2025,Q2,FALSE,,,,,,,,,NO,315.35,311.86,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
390,American Express|2025|Q3,American Express,AXP,2025,Q3,FALSE,,,,,,,,,NO,323.12,332.38,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
391,American Express|2025|Q3,American Express,AXP,2025,Q3,FALSE,,,,,,,,,NO,323.12,332.38,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
392,American Express|2025|Q4,American Express,AXP,2025,Q4,FALSE,,,,,,,,,NO,358.5,355.0,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
393,American Express|2025|Q4,American Express,AXP,2025,Q4,FALSE,,,,,,,,,NO,358.5,355.0,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
394,American Express|2026|Q1,American Express,AXP,2026,Q1,FALSE,,,,,,,,,NO,332.9,332.2,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
395,Chevron|2025|Q2,Chevron,CVX,2025,Q2,FALSE,,,,,,,,,NO,151.64,152.54,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
396,Chevron|2025|Q2,Chevron,CVX,2025,Q2,FALSE,,,,,,,,,NO,151.64,152.54,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
397,Chevron|2025|Q3,Chevron,CVX,2025,Q3,FALSE,,,,,,,,,NO,153.52,155.73,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
398,Chevron|2025|Q3,Chevron,CVX,2025,Q3,FALSE,,,,,,,,,NO,153.52,155.73,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
399,Chevron|2025|Q4,Chevron,CVX,2025,Q4,FALSE,,,,,,,,,NO,171.19,172.62,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
400,Chevron|2025|Q4,Chevron,CVX,2025,Q4,FALSE,,,,,,,,,NO,171.19,172.62,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
401,Chevron|2026|Q1,Chevron,CVX,2026,Q1,FALSE,,,,,,,,,NO,193.31,191.3,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
402,Intel|2025|Q2,Intel,INTC,2025,Q2,FALSE,,,,,,,,,NO,22.63,20.68,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
403,Intel|2025|Q2,Intel,INTC,2025,Q2,FALSE,,,,,,,,,NO,22.63,20.68,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
404,Intel|2025|Q3,Intel,INTC,2025,Q3,FALSE,,,,,,,,,NO,38.16,40.02,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
405,Intel|2025|Q3,Intel,INTC,2025,Q3,FALSE,,,,,,,,,NO,38.16,40.02,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
406,Intel|2025|Q4,Intel,INTC,2025,Q4,FALSE,,,,,,,,,NO,54.32,46.86,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
407,Intel|2025|Q4,Intel,INTC,2025,Q4,FALSE,,,,,,,,,NO,54.32,46.86,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
408,Intel|2026|Q1,Intel,INTC,2026,Q1,FALSE,,,,,,,,,NO,66.78,82.2,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
409,Mastercard|2025|Q2,Mastercard,MA,2025,Q2,FALSE,,,,,,,,,NO,559.11,568.57,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
410,Mastercard|2025|Q2,Mastercard,MA,2025,Q2,FALSE,,,,,,,,,NO,559.11,568.57,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
411,Mastercard|2025|Q3,Mastercard,MA,2025,Q3,FALSE,,,,,,,,,NO,554.58,551.56,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
412,Mastercard|2025|Q3,Mastercard,MA,2025,Q3,FALSE,,,,,,,,,NO,554.58,551.56,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
413,Mastercard|2025|Q4,Mastercard,MA,2025,Q4,FALSE,,,,,,,,,NO,521.37,531.79,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
414,Mastercard|2025|Q4,Mastercard,MA,2025,Q4,FALSE,,,,,,,,,NO,521.37,531.79,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
415,Mastercard|2026|Q1,Mastercard,MA,2026,Q1,FALSE,,,,,,,,,NO,525.23,504.5,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
416,Shell|2025|Q2,Shell,SHEL,2025,Q2,FALSE,,,,,,,,,NO,71.72,71.56,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
417,Shell|2025|Q2,Shell,SHEL,2025,Q2,FALSE,,,,,,,,,NO,71.72,71.56,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
418,Shell|2025|Q3,Shell,SHEL,2025,Q3,FALSE,,,,,,,,,NO,75.55,75.59,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
419,Shell|2025|Q3,Shell,SHEL,2025,Q3,FALSE,,,,,,,,,NO,75.55,75.59,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
420,Shell|2025|Q4,Shell,SHEL,2025,Q4,FALSE,,,,,,,,,NO,78.79,76.29,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
421,Shell|2025|Q4,Shell,SHEL,2025,Q4,FALSE,,,,,,,,,NO,78.79,76.29,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
422,Shell|2026|Q1,Shell,SHEL,2026,Q1,FALSE,,,,,,,,,NO,87.2,85.71,,"human-only event; not in LLM returns_matrix — EDGAR lookup deferred, manual verification required"
