document_id,ticker,issuer,report_date,press_release,prepared_remarks,guidance,qa,doc_types_present,notes
CMCSA_FQ1_2025,CMCSA,p2_comcast_corporation,2025-04-23,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
CMCSA_FQ1_2026,CMCSA,p2_comcast_corporation,2026-04-22,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
CMCSA_FQ2_2025,CMCSA,p2_comcast_corporation,2025-07-30,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
CMCSA_FQ4_2025,CMCSA,p2_comcast_corporation,2026-01-28,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
DELL_FQ1_2025,DELL,p2_dell,2025-05-29,available,available,partial,available,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,Other transcript
DELL_FQ3_2025,DELL,p2_dell,2025-11-25,available,available,partial,available,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,Other transcript
DELL_FQ4_2025,DELL,p2_dell,2026-02-26,available,available,partial,available,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,Other transcript
DAL_FQ1_2025,DAL,p2_delta_air_lines,2025-04-09,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,FactSet
DAL_FQ2_2025,DAL,p2_delta_air_lines,2025-07-10,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,FactSet
DAL_FQ3_2025,DAL,p2_delta_air_lines,2025-10-09,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,FactSet
DAL_FQ4_2025,DAL,p2_delta_air_lines,2026-01-13,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,FactSet
EXPE_FQ1_2025,EXPE,p2_expedia,2025-05-08,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
EXPE_FQ1_2026,EXPE,p2_expedia,2026-05-07,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
EXPE_FQ2_2025,EXPE,p2_expedia,2025-08-07,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
EXPE_FQ4_2025,EXPE,p2_expedia,2026-02-12,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
GIS_FQ2_2026,GIS,p2_general_mills,2025-12-17,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
GIS_FQ3_2026,GIS,p2_general_mills,2026-03-18,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
GIS_FQ4_2026,GIS,p2_general_mills,2026-07-01,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
JNJ_FQ1_2025,JNJ,p2_johnson_johnson,2025-04-14,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
JNJ_FQ2_2025,JNJ,p2_johnson_johnson,2025-07-15,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
JNJ_FQ3_2025,JNJ,p2_johnson_johnson,2025-10-13,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
KHC_FQ1_2025,KHC,p2_kraft_heinz,2026-02-11,available,available,partial,available,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
KHC_FQ1_2026,KHC,p2_kraft_heinz,2026-05-06,available,available,partial,available,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
KHC_FQ4_2024,KHC,p2_kraft_heinz,2025-02-12,available,available,partial,available,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
LNVGY_FQ1_2026,LNVGY,p2_lenovo,2025-08-14,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
LNVGY_FQ2_2026,LNVGY,p2_lenovo,2026-01-30,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
LNVGY_FQ3_2026,LNVGY,p2_lenovo,2026-02-12,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
LNVGY_FQ4_2026,LNVGY,p2_lenovo,2026-05-22,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
LIN_FQ1_2026,LIN,p2_linde,2026-05-01,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
LIN_FQ2_2025,LIN,p2_linde,2025-08-01,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
LIN_FQ3_2025,LIN,p2_linde,2025-10-31,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
MET_FQ1_2026,MET,p2_metlife,2026-05-06,available,available,partial,available,PRESS RELEASE; EARNINGS CALL TRANSCRIPT; EARNINGS PRESENTATION,Motley Fool/Insider Monkey
MET_FQ2_2024,MET,p2_metlife,2024-07-31,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
MET_FQ2_2025,MET,p2_metlife,2025-08-06,available,available,partial,available,PRESS RELEASE; EARNINGS CALL TRANSCRIPT; EARNINGS PRESENTATION,Motley Fool/Insider Monkey
MET_FQ3_2024,MET,p2_metlife,2024-10-30,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
MET_FQ3_2025,MET,p2_metlife,2025-11-05,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
MET_FQ4_2025,MET,p2_metlife,2026-02-04,available,available,partial,available,PRESS RELEASE; EARNINGS CALL TRANSCRIPT; EARNINGS PRESENTATION,Motley Fool/Insider Monkey
MU_FQ1_2026,MU,p2_micron,2025-12-17,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
MU_FQ2_2026,MU,p2_micron,2026-03-18,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
MU_FQ4_2025,MU,p2_micron,2025-09-23,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
ORCL_FQ1_2026,ORCL,p2_oracle,2025-09-09,available,available,partial,available,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
ORCL_FQ2_2026,ORCL,p2_oracle,2025-12-10,available,available,partial,available,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
ORCL_FQ3_2026,ORCL,p2_oracle,2026-03-10,available,available,partial,available,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
PLTR_FQ1_2025,PLTR,p2_palantir,2025-05-05,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
PLTR_FQ2_2025,PLTR,p2_palantir,2025-08-04,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
PLTR_FQ3_2025,PLTR,p2_palantir,2025-11-03,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
PLTR_FQ4_2025,PLTR,p2_palantir,2026-02-02,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
PYPL_FQ1_2025,PYPL,p2_paypal,2025-04-29,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,FactSet
PYPL_FQ1_2026,PYPL,p2_paypal,2026-05-05,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,FactSet
PYPL_FQ2_2025,PYPL,p2_paypal,2025-07-29,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,FactSet
PYPL_FQ3_2025,PYPL,p2_paypal,2025-10-28,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,FactSet
PINS_FQ1_2026,PINS,p2_pinterest,2026-05-04,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,FactSet
PINS_FQ4_2024,PINS,p2_pinterest,2025-02-06,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
PINS_FQ4_2025,PINS,p2_pinterest,2026-02-12,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
PUM.DE_FQ1_2025,PUM.DE,p2_puma,2025-05-07,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
PUM.DE_FQ1_2026,PUM.DE,p2_puma,2026-04-30,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
PUM.DE_FQ3_2025,PUM.DE,p2_puma,2025-10-30,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL SUMMARY (AIDE MEMOIRE),No transcript
PUM.DE_FQ4_2025,PUM.DE,p2_puma,2026-02-26,available,available,partial,available,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,Other transcript
HOOD_FQ1_2025,HOOD,p2_robinhood_markets,2025-04-30,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
HOOD_FQ1_2026,HOOD,p2_robinhood_markets,2026-04-28,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
HOOD_FQ2_2025,HOOD,p2_robinhood_markets,2025-07-30,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
HOOD_FQ3_2025,HOOD,p2_robinhood_markets,2025-11-05,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
CRM_FQ2_2026,CRM,p2_salesforce,2025-09-03,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
CRM_FQ3_2026,CRM,p2_salesforce,2025-12-03,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
CRM_FQ4_2026,CRM,p2_salesforce,2026-02-25,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
SIE.DE_FQ1_2026,SIE.DE,p2_siemens,2026-02-12,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
SIE.DE_FQ2_2026,SIE.DE,p2_siemens,2026-05-13,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
SIE.DE_FQ4_2025,SIE.DE,p2_siemens,2025-11-13,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
SPOT_FQ1_2026,SPOT,p2_spotify,2026-04-28,available,manual,partial,manual,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
SPOT_FQ2_2025,SPOT,p2_spotify,2025-07-29,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
SPOT_FQ3_2025,SPOT,p2_spotify,2025-11-04,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
SPOT_FQ4_2025,SPOT,p2_spotify,2026-02-10,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
STAN.L_FQ1_2025,STAN.L,p2_standard_chartered,2025-05-02,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
STAN.L_FQ2_2025,STAN.L,p2_standard_chartered,2025-07-31,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
STAN.L_FQ3_2025,STAN.L,p2_standard_chartered,2025-10-30,available,available,partial,available,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,Other transcript
STAN.L_FQ4_2025,STAN.L,p2_standard_chartered,2026-02-23,absent,available,partial,available,EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Other transcript
SBUX_FQ1_2026,SBUX,p2_starbucks,2026-01-27,available,absent,partial,absent,PRESS RELEASE,No transcript
SBUX_FQ3_2025,SBUX,p2_starbucks,2025-07-29,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
SBUX_FQ4_2025,SBUX,p2_starbucks,2025-10-29,available,available,partial,available,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,FactSet
UNH_FQ2_2025,UNH,p2_unitedhealth,2025-07-28,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
UNH_FQ3_2025,UNH,p2_unitedhealth,2025-10-27,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
UNH_FQ4_2025,UNH,p2_unitedhealth,2026-01-26,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
V_FQ1_2025,V,p2_visa,2025-04-28,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,FactSet
V_FQ1_2026,V,p2_visa,2026-04-28,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,FactSet
V_FQ2_2025,V,p2_visa,2025-07-29,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,FactSet
V_FQ3_2025,V,p2_visa,2025-10-28,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,FactSet
WDAY_FQ1_2025,WDAY,p2_workday,2025-05-22,available,absent,partial,absent,PRESS RELEASE; EARNINGS PRESENTATION,No transcript
WDAY_FQ2_2025,WDAY,p2_workday,2025-08-21,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
WDAY_FQ3_2025,WDAY,p2_workday,2025-11-25,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
WDAY_FQ4_2025,WDAY,p2_workday,2026-02-24,available,available,partial,available,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,Motley Fool/Insider Monkey
